Time [s], Analyzer Name, Decoded Protocol Result
0.308249166666667,I2C,Setup Write to [0x22] + ACK
0.308260958333333,I2C,0x09 + ACK
0.308280041666667,I2C,Setup Read to [0x22] + ACK
0.308290583333333,I2C,0x07 + NAK
0.308309625000000,I2C,Setup Write to [0x22] + ACK
0.308321458333333,I2C,0x09 + ACK
0.308331958333333,I2C,0x40 + ACK
0.312755166666667,I2C,Setup Write to [0x22] + ACK
0.312766958333333,I2C,0x42 + ACK
0.312786041666667,I2C,Setup Read to [0x22] + ACK
0.312796541666667,I2C,0x00 + NAK
0.312815541666667,I2C,Setup Write to [0x22] + ACK
0.312827375000000,I2C,0x3E + ACK
0.312846416666667,I2C,Setup Read to [0x22] + ACK
0.312856958333333,I2C,0x08 + NAK
0.312875916666667,I2C,Setup Write to [0x22] + ACK
0.312887708333333,I2C,0x3F + ACK
0.312906791666667,I2C,Setup Read to [0x22] + ACK
0.312917333333333,I2C,0x00 + NAK
0.312939916666667,I2C,Setup Write to [0x22] + ACK
0.312951708333333,I2C,0x41 + ACK
0.312970791666667,I2C,Setup Read to [0x22] + ACK
0.312981291666667,I2C,0x28 + NAK
0.313000875000000,I2C,Setup Write to [0x22] + ACK
0.313012708333333,I2C,0x43 + ACK
0.313032708333333,I2C,Setup Read to [0x22] + ACK
0.313043250000000,I2C,0x00 + ACK
0.313053750000000,I2C,0x00 + ACK
0.313064291666667,I2C,0x00 + NAK
0.313085291666667,I2C,Setup Read to [0x22] + ACK
0.313095791666667,I2C,0x00 + ACK
0.313106333333333,I2C,0x00 + ACK
0.313116833333333,I2C,0x00 + ACK
0.313127333333333,I2C,0x00 + NAK
0.317763250000000,I2C,Setup Write to [0x22] + ACK
0.317775083333333,I2C,0x42 + ACK
0.317794166666667,I2C,Setup Read to [0x22] + ACK
0.317804666666667,I2C,0x00 + NAK
0.317823666666667,I2C,Setup Write to [0x22] + ACK
0.317835500000000,I2C,0x3E + ACK
0.317854541666667,I2C,Setup Read to [0x22] + ACK
0.317865083333333,I2C,0x00 + NAK
0.317884041666667,I2C,Setup Write to [0x22] + ACK
0.317895833333333,I2C,0x3F + ACK
0.317914916666667,I2C,Setup Read to [0x22] + ACK
0.317925458333333,I2C,0x00 + NAK
0.317948000000000,I2C,Setup Write to [0x22] + ACK
0.317959833333333,I2C,0x41 + ACK
0.317978916666667,I2C,Setup Read to [0x22] + ACK
0.317989416666667,I2C,0x28 + NAK
0.318009000000000,I2C,Setup Write to [0x22] + ACK
0.318020833333333,I2C,0x43 + ACK
0.318040833333333,I2C,Setup Read to [0x22] + ACK
0.318051375000000,I2C,0x00 + ACK
0.318061875000000,I2C,0x00 + ACK
0.318072416666667,I2C,0x00 + NAK
0.318093416666667,I2C,Setup Read to [0x22] + ACK
0.318103916666667,I2C,0x00 + ACK
0.318114458333333,I2C,0x00 + ACK
0.318124958333333,I2C,0x00 + ACK
0.318135500000000,I2C,0x00 + NAK
0.446924833333333,I2C,Setup Write to [0x22] + ACK
0.446936666666667,I2C,0x0C + ACK
0.446947208333333,I2C,0x01 + ACK
0.446967166666667,I2C,Setup Write to [0x22] + ACK
0.446979000000000,I2C,0x09 + ACK
0.446998083333333,I2C,Setup Read to [0x22] + ACK
0.447008583333333,I2C,0x06 + NAK
0.447027708333333,I2C,Setup Write to [0x22] + ACK
0.447039541666667,I2C,0x09 + ACK
0.447050041666667,I2C,0x07 + ACK
0.447070083333333,I2C,Setup Write to [0x22] + ACK
0.447081875000000,I2C,0x0A + ACK
0.447092416666667,I2C,0xE4 + ACK
0.447112416666667,I2C,Setup Write to [0x22] + ACK
0.447124250000000,I2C,0x0E + ACK
0.447134750000000,I2C,0xE2 + ACK
0.447154791666667,I2C,Setup Write to [0x22] + ACK
0.447166583333333,I2C,0x0F + ACK
0.447177125000000,I2C,0xFE + ACK
0.447197083333333,I2C,Setup Write to [0x22] + ACK
0.447208916666667,I2C,0x06 + ACK
0.447227958333333,I2C,Setup Read to [0x22] + ACK
0.447238500000000,I2C,0x24 + NAK
0.447257541666667,I2C,Setup Write to [0x22] + ACK
0.447269375000000,I2C,0x06 + ACK
0.447279875000000,I2C,0x00 + ACK
0.447300375000000,I2C,Setup Write to [0x22] + ACK
0.447312166666667,I2C,0x02 + ACK
0.447331250000000,I2C,Setup Read to [0x22] + ACK
0.447341750000000,I2C,0x03 + NAK
0.447361625000000,I2C,Setup Write to [0x22] + ACK
0.447373416666667,I2C,0x02 + ACK
0.447383958333333,I2C,0x04 + ACK
0.447403916666667,I2C,Setup Write to [0x22] + ACK
0.447415750000000,I2C,0x03 + ACK
0.447434791666667,I2C,Setup Read to [0x22] + ACK
0.447445291666667,I2C,0x20 + NAK
0.447464541666667,I2C,Setup Write to [0x22] + ACK
0.447476333333333,I2C,0x03 + ACK
0.447486875000000,I2C,0x01 + ACK
0.447507833333333,I2C,Setup Write to [0x22] + ACK
0.447519625000000,I2C,0x02 + ACK
0.447538708333333,I2C,Setup Read to [0x22] + ACK
0.447549208333333,I2C,0x04 + NAK
0.447568291666667,I2C,Setup Write to [0x22] + ACK
0.447580125000000,I2C,0x02 + ACK
0.447590625000000,I2C,0x00 + ACK
0.447610875000000,I2C,Setup Write to [0x22] + ACK
0.447622666666667,I2C,0x0B + ACK
0.447633166666667,I2C,0x0F + ACK
0.451802416666667,I2C,Setup Write to [0x22] + ACK
0.451814208333333,I2C,0x42 + ACK
0.451833250000000,I2C,Setup Read to [0x22] + ACK
0.451843791666667,I2C,0x00 + NAK
0.451862750000000,I2C,Setup Write to [0x22] + ACK
0.451874541666667,I2C,0x3E + ACK
0.451893625000000,I2C,Setup Read to [0x22] + ACK
0.451904125000000,I2C,0x00 + NAK
0.451923083333333,I2C,Setup Write to [0x22] + ACK
0.451934875000000,I2C,0x3F + ACK
0.451953958333333,I2C,Setup Read to [0x22] + ACK
0.451964458333333,I2C,0x00 + NAK
0.451987041666667,I2C,Setup Write to [0x22] + ACK
0.451998833333333,I2C,0x41 + ACK
0.452017875000000,I2C,Setup Read to [0x22] + ACK
0.452028416666667,I2C,0x28 + NAK
0.452047958333333,I2C,Setup Write to [0x22] + ACK
0.452059750000000,I2C,0x43 + ACK
0.452079791666667,I2C,Setup Read to [0x22] + ACK
0.452090291666667,I2C,0x00 + ACK
0.452100791666667,I2C,0x00 + ACK
0.452111291666667,I2C,0x00 + NAK
0.452132291666667,I2C,Setup Read to [0x22] + ACK
0.452142833333333,I2C,0x00 + ACK
0.452153333333333,I2C,0x00 + ACK
0.452163833333333,I2C,0x00 + ACK
0.452174375000000,I2C,0x00 + NAK
0.452201458333333,I2C,Setup Write to [0x22] + ACK
0.452213291666667,I2C,0x06 + ACK
0.452232333333333,I2C,Setup Read to [0x22] + ACK
0.452242833333333,I2C,0x00 + NAK
0.452261916666667,I2C,Setup Write to [0x22] + ACK
0.452273708333333,I2C,0x06 + ACK
0.452284208333333,I2C,0x40 + ACK
0.452304458333333,I2C,Setup Write to [0x22] + ACK
0.452316291666667,I2C,0x09 + ACK
0.452335333333333,I2C,Setup Read to [0x22] + ACK
0.452345833333333,I2C,0x07 + NAK
0.452364916666667,I2C,Setup Write to [0x22] + ACK
0.452376708333333,I2C,0x09 + ACK
0.452387208333333,I2C,0x40 + ACK
0.456807375000000,I2C,Setup Write to [0x22] + ACK
0.456819166666667,I2C,0x42 + ACK
0.456838208333333,I2C,Setup Read to [0x22] + ACK
0.456848750000000,I2C,0x00 + NAK
0.456867708333333,I2C,Setup Write to [0x22] + ACK
0.456879500000000,I2C,0x3E + ACK
0.456898583333333,I2C,Setup Read to [0x22] + ACK
0.456909083333333,I2C,0x08 + NAK
0.456928041666667,I2C,Setup Write to [0x22] + ACK
0.456939833333333,I2C,0x3F + ACK
0.456958916666667,I2C,Setup Read to [0x22] + ACK
0.456969416666667,I2C,0x00 + NAK
0.456992000000000,I2C,Setup Write to [0x22] + ACK
0.457003791666667,I2C,0x41 + ACK
0.457022833333333,I2C,Setup Read to [0x22] + ACK
0.457033375000000,I2C,0x28 + NAK
0.457052916666667,I2C,Setup Write to [0x22] + ACK
0.457064708333333,I2C,0x43 + ACK
0.457084750000000,I2C,Setup Read to [0x22] + ACK
0.457095250000000,I2C,0x00 + ACK
0.457105750000000,I2C,0x00 + ACK
0.457116250000000,I2C,0x00 + NAK
0.457137250000000,I2C,Setup Read to [0x22] + ACK
0.457147791666667,I2C,0x00 + ACK
0.457158291666667,I2C,0x00 + ACK
0.457168791666667,I2C,0x00 + ACK
0.457179291666667,I2C,0x00 + NAK
0.461811833333333,I2C,Setup Write to [0x22] + ACK
0.461823666666667,I2C,0x42 + ACK
0.461842708333333,I2C,Setup Read to [0x22] + ACK
0.461853208333333,I2C,0x00 + NAK
0.461872208333333,I2C,Setup Write to [0x22] + ACK
0.461884000000000,I2C,0x3E + ACK
0.461903041666667,I2C,Setup Read to [0x22] + ACK
0.461913583333333,I2C,0x00 + NAK
0.461932500000000,I2C,Setup Write to [0x22] + ACK
0.461944333333333,I2C,0x3F + ACK
0.461963375000000,I2C,Setup Read to [0x22] + ACK
0.461973875000000,I2C,0x00 + NAK
0.461996458333333,I2C,Setup Write to [0x22] + ACK
0.462008250000000,I2C,0x41 + ACK
0.462027333333333,I2C,Setup Read to [0x22] + ACK
0.462037833333333,I2C,0x28 + NAK
0.462057375000000,I2C,Setup Write to [0x22] + ACK
0.462069166666667,I2C,0x43 + ACK
0.462089208333333,I2C,Setup Read to [0x22] + ACK
0.462099708333333,I2C,0x00 + ACK
0.462110208333333,I2C,0x00 + ACK
0.462120708333333,I2C,0x00 + NAK
0.462141708333333,I2C,Setup Read to [0x22] + ACK
0.462152250000000,I2C,0x00 + ACK
0.462162750000000,I2C,0x00 + ACK
0.462173250000000,I2C,0x00 + ACK
0.462183750000000,I2C,0x00 + NAK
0.591306958333333,I2C,Setup Write to [0x22] + ACK
0.591318791666667,I2C,0x0C + ACK
0.591329291666667,I2C,0x01 + ACK
0.591349291666667,I2C,Setup Write to [0x22] + ACK
0.591361083333333,I2C,0x09 + ACK
0.591380166666667,I2C,Setup Read to [0x22] + ACK
0.591390666666667,I2C,0x06 + NAK
0.591409791666667,I2C,Setup Write to [0x22] + ACK
0.591421625000000,I2C,0x09 + ACK
0.591432125000000,I2C,0x07 + ACK
0.591452166666667,I2C,Setup Write to [0x22] + ACK
0.591464000000000,I2C,0x0A + ACK
0.591474500000000,I2C,0xE4 + ACK
0.591494541666667,I2C,Setup Write to [0x22] + ACK
0.591506333333333,I2C,0x0E + ACK
0.591516875000000,I2C,0xE2 + ACK
0.591536875000000,I2C,Setup Write to [0x22] + ACK
0.591548708333333,I2C,0x0F + ACK
0.591559208333333,I2C,0xFE + ACK
0.591579166666667,I2C,Setup Write to [0x22] + ACK
0.591591000000000,I2C,0x06 + ACK
0.591610041666667,I2C,Setup Read to [0x22] + ACK
0.591620583333333,I2C,0x24 + NAK
0.591639625000000,I2C,Setup Write to [0x22] + ACK
0.591651458333333,I2C,0x06 + ACK
0.591661958333333,I2C,0x00 + ACK
0.591682458333333,I2C,Setup Write to [0x22] + ACK
0.591694250000000,I2C,0x02 + ACK
0.591713333333333,I2C,Setup Read to [0x22] + ACK
0.591723833333333,I2C,0x03 + NAK
0.591743708333333,I2C,Setup Write to [0x22] + ACK
0.591755500000000,I2C,0x02 + ACK
0.591766041666667,I2C,0x04 + ACK
0.591786000000000,I2C,Setup Write to [0x22] + ACK
0.591797833333333,I2C,0x03 + ACK
0.591816916666667,I2C,Setup Read to [0x22] + ACK
0.591827416666667,I2C,0x20 + NAK
0.591846666666667,I2C,Setup Write to [0x22] + ACK
0.591858458333333,I2C,0x03 + ACK
0.591868958333333,I2C,0x01 + ACK
0.591889916666667,I2C,Setup Write to [0x22] + ACK
0.591901750000000,I2C,0x02 + ACK
0.591920791666667,I2C,Setup Read to [0x22] + ACK
0.591931333333333,I2C,0x04 + NAK
0.591950416666667,I2C,Setup Write to [0x22] + ACK
0.591962208333333,I2C,0x02 + ACK
0.591972750000000,I2C,0x00 + ACK
0.591993000000000,I2C,Setup Write to [0x22] + ACK
0.592004791666667,I2C,0x0B + ACK
0.592015291666667,I2C,0x0F + ACK
0.596184916666667,I2C,Setup Write to [0x22] + ACK
0.596196750000000,I2C,0x42 + ACK
0.596215791666667,I2C,Setup Read to [0x22] + ACK
0.596226291666667,I2C,0x00 + NAK
0.596245291666667,I2C,Setup Write to [0x22] + ACK
0.596257083333333,I2C,0x3E + ACK
0.596276166666667,I2C,Setup Read to [0x22] + ACK
0.596286666666667,I2C,0x00 + NAK
0.596305625000000,I2C,Setup Write to [0x22] + ACK
0.596317416666667,I2C,0x3F + ACK
0.596336500000000,I2C,Setup Read to [0x22] + ACK
0.596347000000000,I2C,0x00 + NAK
0.596369583333333,I2C,Setup Write to [0x22] + ACK
0.596381375000000,I2C,0x41 + ACK
0.596400458333333,I2C,Setup Read to [0x22] + ACK
0.596410958333333,I2C,0x28 + NAK
0.596430541666667,I2C,Setup Write to [0x22] + ACK
0.596442333333333,I2C,0x43 + ACK
0.596462375000000,I2C,Setup Read to [0x22] + ACK
0.596472875000000,I2C,0x00 + ACK
0.596483375000000,I2C,0x00 + ACK
0.596493916666667,I2C,0x00 + NAK
0.596514916666667,I2C,Setup Read to [0x22] + ACK
0.596525416666667,I2C,0x00 + ACK
0.596535958333333,I2C,0x00 + ACK
0.596546458333333,I2C,0x00 + ACK
0.596556958333333,I2C,0x00 + NAK
0.596584083333333,I2C,Setup Write to [0x22] + ACK
0.596595875000000,I2C,0x06 + ACK
0.596614958333333,I2C,Setup Read to [0x22] + ACK
0.596625458333333,I2C,0x00 + NAK
0.596644541666667,I2C,Setup Write to [0x22] + ACK
0.596656333333333,I2C,0x06 + ACK
0.596666875000000,I2C,0x40 + ACK
0.596687125000000,I2C,Setup Write to [0x22] + ACK
0.596698916666667,I2C,0x09 + ACK
0.596718000000000,I2C,Setup Read to [0x22] + ACK
0.596728500000000,I2C,0x07 + NAK
0.596747583333333,I2C,Setup Write to [0x22] + ACK
0.596759375000000,I2C,0x09 + ACK
0.596769875000000,I2C,0x40 + ACK
0.601190833333333,I2C,Setup Write to [0x22] + ACK
0.601202625000000,I2C,0x42 + ACK
0.601221666666667,I2C,Setup Read to [0x22] + ACK
0.601232208333333,I2C,0x00 + NAK
0.601251166666667,I2C,Setup Write to [0x22] + ACK
0.601262958333333,I2C,0x3E + ACK
0.601282041666667,I2C,Setup Read to [0x22] + ACK
0.601292541666667,I2C,0x08 + NAK
0.601311500000000,I2C,Setup Write to [0x22] + ACK
0.601323333333333,I2C,0x3F + ACK
0.601342375000000,I2C,Setup Read to [0x22] + ACK
0.601352916666667,I2C,0x00 + NAK
0.601375458333333,I2C,Setup Write to [0x22] + ACK
0.601387291666667,I2C,0x41 + ACK
0.601406333333333,I2C,Setup Read to [0x22] + ACK
0.601416875000000,I2C,0x28 + NAK
0.601436416666667,I2C,Setup Write to [0x22] + ACK
0.601448250000000,I2C,0x43 + ACK
0.601468250000000,I2C,Setup Read to [0x22] + ACK
0.601478791666667,I2C,0x00 + ACK
0.601489291666667,I2C,0x00 + ACK
0.601499791666667,I2C,0x00 + NAK
0.601520791666667,I2C,Setup Read to [0x22] + ACK
0.601531333333333,I2C,0x00 + ACK
0.601541833333333,I2C,0x00 + ACK
0.601552333333333,I2C,0x00 + ACK
0.601562875000000,I2C,0x00 + NAK
0.606196333333333,I2C,Setup Write to [0x22] + ACK
0.606208166666667,I2C,0x42 + ACK
0.606227208333333,I2C,Setup Read to [0x22] + ACK
0.606237708333333,I2C,0x00 + NAK
0.606256708333333,I2C,Setup Write to [0x22] + ACK
0.606268500000000,I2C,0x3E + ACK
0.606287583333333,I2C,Setup Read to [0x22] + ACK
0.606298083333333,I2C,0x00 + NAK
0.606317041666667,I2C,Setup Write to [0x22] + ACK
0.606328875000000,I2C,0x3F + ACK
0.606347916666667,I2C,Setup Read to [0x22] + ACK
0.606358416666667,I2C,0x00 + NAK
0.606381000000000,I2C,Setup Write to [0x22] + ACK
0.606392791666667,I2C,0x41 + ACK
0.606411875000000,I2C,Setup Read to [0x22] + ACK
0.606422375000000,I2C,0x28 + NAK
0.606441916666667,I2C,Setup Write to [0x22] + ACK
0.606453750000000,I2C,0x43 + ACK
0.606473750000000,I2C,Setup Read to [0x22] + ACK
0.606484291666667,I2C,0x00 + ACK
0.606494791666667,I2C,0x00 + ACK
0.606505291666667,I2C,0x00 + NAK
0.606526291666667,I2C,Setup Read to [0x22] + ACK
0.606536833333333,I2C,0x00 + ACK
0.606547333333333,I2C,0x00 + ACK
0.606557833333333,I2C,0x00 + ACK
0.606568333333333,I2C,0x00 + NAK
0.734547833333333,I2C,Setup Write to [0x22] + ACK
0.734559666666667,I2C,0x0C + ACK
0.734570208333333,I2C,0x01 + ACK
0.734590166666667,I2C,Setup Write to [0x22] + ACK
0.734602000000000,I2C,0x09 + ACK
0.734621083333333,I2C,Setup Read to [0x22] + ACK
0.734631583333333,I2C,0x06 + NAK
0.734650708333333,I2C,Setup Write to [0x22] + ACK
0.734662541666667,I2C,0x09 + ACK
0.734673083333333,I2C,0x07 + ACK
0.734693125000000,I2C,Setup Write to [0x22] + ACK
0.734704916666667,I2C,0x0A + ACK
0.734715458333333,I2C,0xE4 + ACK
0.734735458333333,I2C,Setup Write to [0x22] + ACK
0.734747291666667,I2C,0x0E + ACK
0.734757791666667,I2C,0xE2 + ACK
0.734777833333333,I2C,Setup Write to [0x22] + ACK
0.734789625000000,I2C,0x0F + ACK
0.734800166666667,I2C,0xFE + ACK
0.734820125000000,I2C,Setup Write to [0x22] + ACK
0.734831916666667,I2C,0x06 + ACK
0.734851000000000,I2C,Setup Read to [0x22] + ACK
0.734861541666667,I2C,0x24 + NAK
0.734880583333333,I2C,Setup Write to [0x22] + ACK
0.734892416666667,I2C,0x06 + ACK
0.734902916666667,I2C,0x00 + ACK
0.734923416666667,I2C,Setup Write to [0x22] + ACK
0.734935208333333,I2C,0x02 + ACK
0.734954291666667,I2C,Setup Read to [0x22] + ACK
0.734964791666667,I2C,0x03 + NAK
0.734984666666667,I2C,Setup Write to [0x22] + ACK
0.734996500000000,I2C,0x02 + ACK
0.735007000000000,I2C,0x04 + ACK
0.735027000000000,I2C,Setup Write to [0x22] + ACK
0.735038791666667,I2C,0x03 + ACK
0.735057875000000,I2C,Setup Read to [0x22] + ACK
0.735068375000000,I2C,0x20 + NAK
0.735087625000000,I2C,Setup Write to [0x22] + ACK
0.735099416666667,I2C,0x03 + ACK
0.735109916666667,I2C,0x01 + ACK
0.735130916666667,I2C,Setup Write to [0x22] + ACK
0.735142708333333,I2C,0x02 + ACK
0.735161791666667,I2C,Setup Read to [0x22] + ACK
0.735172291666667,I2C,0x04 + NAK
0.735191375000000,I2C,Setup Write to [0x22] + ACK
0.735203208333333,I2C,0x02 + ACK
0.735213708333333,I2C,0x00 + ACK
0.735233958333333,I2C,Setup Write to [0x22] + ACK
0.735245750000000,I2C,0x0B + ACK
0.735256291666667,I2C,0x0F + ACK
0.739425833333333,I2C,Setup Write to [0x22] + ACK
0.739437666666667,I2C,0x42 + ACK
0.739456708333333,I2C,Setup Read to [0x22] + ACK
0.739467208333333,I2C,0x00 + NAK
0.739486208333333,I2C,Setup Write to [0x22] + ACK
0.739498000000000,I2C,0x3E + ACK
0.739517083333333,I2C,Setup Read to [0x22] + ACK
0.739527583333333,I2C,0x00 + NAK
0.739546541666667,I2C,Setup Write to [0x22] + ACK
0.739558333333333,I2C,0x3F + ACK
0.739577416666667,I2C,Setup Read to [0x22] + ACK
0.739587916666667,I2C,0x00 + NAK
0.739610500000000,I2C,Setup Write to [0x22] + ACK
0.739622291666667,I2C,0x41 + ACK
0.739641375000000,I2C,Setup Read to [0x22] + ACK
0.739651875000000,I2C,0x28 + NAK
0.739671458333333,I2C,Setup Write to [0x22] + ACK
0.739683250000000,I2C,0x43 + ACK
0.739703250000000,I2C,Setup Read to [0x22] + ACK
0.739713791666667,I2C,0x00 + ACK
0.739724291666667,I2C,0x00 + ACK
0.739734791666667,I2C,0x00 + NAK
0.739755791666667,I2C,Setup Read to [0x22] + ACK
0.739766333333333,I2C,0x00 + ACK
0.739776833333333,I2C,0x00 + ACK
0.739787333333333,I2C,0x00 + ACK
0.739797833333333,I2C,0x00 + NAK
0.739824958333333,I2C,Setup Write to [0x22] + ACK
0.739836750000000,I2C,0x06 + ACK
0.739855833333333,I2C,Setup Read to [0x22] + ACK
0.739866333333333,I2C,0x00 + NAK
0.739885416666667,I2C,Setup Write to [0x22] + ACK
0.739897208333333,I2C,0x06 + ACK
0.739907708333333,I2C,0x40 + ACK
0.739927958333333,I2C,Setup Write to [0x22] + ACK
0.739939791666667,I2C,0x09 + ACK
0.739958833333333,I2C,Setup Read to [0x22] + ACK
0.739969333333333,I2C,0x07 + NAK
0.739988416666667,I2C,Setup Write to [0x22] + ACK
0.740000208333333,I2C,0x09 + ACK
0.740010750000000,I2C,0x40 + ACK
0.744431291666667,I2C,Setup Write to [0x22] + ACK
0.744443125000000,I2C,0x42 + ACK
0.744462166666667,I2C,Setup Read to [0x22] + ACK
0.744472708333333,I2C,0x00 + NAK
0.744491666666667,I2C,Setup Write to [0x22] + ACK
0.744503458333333,I2C,0x3E + ACK
0.744522541666667,I2C,Setup Read to [0x22] + ACK
0.744533041666667,I2C,0x08 + NAK
0.744552000000000,I2C,Setup Write to [0x22] + ACK
0.744563833333333,I2C,0x3F + ACK
0.744582875000000,I2C,Setup Read to [0x22] + ACK
0.744593375000000,I2C,0x00 + NAK
0.744615958333333,I2C,Setup Write to [0x22] + ACK
0.744627750000000,I2C,0x41 + ACK
0.744646833333333,I2C,Setup Read to [0x22] + ACK
0.744657333333333,I2C,0x28 + NAK
0.744676916666667,I2C,Setup Write to [0x22] + ACK
0.744688708333333,I2C,0x43 + ACK
0.744708750000000,I2C,Setup Read to [0x22] + ACK
0.744719250000000,I2C,0x00 + ACK
0.744729750000000,I2C,0x00 + ACK
0.744740291666667,I2C,0x00 + NAK
0.744761291666667,I2C,Setup Read to [0x22] + ACK
0.744771791666667,I2C,0x00 + ACK
0.744782291666667,I2C,0x00 + ACK
0.744792833333333,I2C,0x00 + ACK
0.744803333333333,I2C,0x00 + NAK
0.749436875000000,I2C,Setup Write to [0x22] + ACK
0.749448666666667,I2C,0x42 + ACK
0.749467750000000,I2C,Setup Read to [0x22] + ACK
0.749478250000000,I2C,0x00 + NAK
0.749497208333333,I2C,Setup Write to [0x22] + ACK
0.749509041666667,I2C,0x3E + ACK
0.749528083333333,I2C,Setup Read to [0x22] + ACK
0.749538625000000,I2C,0x00 + NAK
0.749557583333333,I2C,Setup Write to [0x22] + ACK
0.749569375000000,I2C,0x3F + ACK
0.749588416666667,I2C,Setup Read to [0x22] + ACK
0.749598958333333,I2C,0x00 + NAK
0.749621500000000,I2C,Setup Write to [0x22] + ACK
0.749633333333333,I2C,0x41 + ACK
0.749652375000000,I2C,Setup Read to [0x22] + ACK
0.749662875000000,I2C,0x28 + NAK
0.749682458333333,I2C,Setup Write to [0x22] + ACK
0.749694250000000,I2C,0x43 + ACK
0.749714291666667,I2C,Setup Read to [0x22] + ACK
0.749724791666667,I2C,0x00 + ACK
0.749735333333333,I2C,0x00 + ACK
0.749745833333333,I2C,0x00 + NAK
0.749766833333333,I2C,Setup Read to [0x22] + ACK
0.749777333333333,I2C,0x00 + ACK
0.749787833333333,I2C,0x00 + ACK
0.749798375000000,I2C,0x00 + ACK
0.749808875000000,I2C,0x00 + NAK
0.877618500000000,I2C,Setup Write to [0x22] + ACK
0.877630333333333,I2C,0x0C + ACK
0.877640833333333,I2C,0x01 + ACK
0.877660833333333,I2C,Setup Write to [0x22] + ACK
