Time [s], Analyzer Name, Decoded Protocol Result
0.403578541666667,I2C,0x00 + NAK
0.403599541666667,I2C,Setup Read to [0x22] + ACK
0.403610041666667,I2C,0x00 + ACK
0.403620541666667,I2C,0x00 + ACK
0.403631083333333,I2C,0x00 + ACK
0.403641583333333,I2C,0x00 + NAK
0.408276541666667,I2C,Setup Write to [0x22] + ACK
0.408288333333333,I2C,0x42 + ACK
0.408307416666667,I2C,Setup Read to [0x22] + ACK
0.408317916666667,I2C,0x00 + NAK
0.408336916666667,I2C,Setup Write to [0x22] + ACK
0.408348708333333,I2C,0x3E + ACK
0.408367791666667,I2C,Setup Read to [0x22] + ACK
0.408378291666667,I2C,0x00 + NAK
0.408397250000000,I2C,Setup Write to [0x22] + ACK
0.408409083333333,I2C,0x3F + ACK
0.408428125000000,I2C,Setup Read to [0x22] + ACK
0.408438666666667,I2C,0x00 + NAK
0.408461208333333,I2C,Setup Write to [0x22] + ACK
0.408473041666667,I2C,0x41 + ACK
0.408492083333333,I2C,Setup Read to [0x22] + ACK
0.408502625000000,I2C,0x28 + NAK
0.408522166666667,I2C,Setup Write to [0x22] + ACK
0.408534000000000,I2C,0x43 + ACK
0.408554000000000,I2C,Setup Read to [0x22] + ACK
0.408564541666667,I2C,0x00 + ACK
0.408575041666667,I2C,0x00 + ACK
0.408585583333333,I2C,0x00 + NAK
0.408606583333333,I2C,Setup Read to [0x22] + ACK
0.408617083333333,I2C,0x00 + ACK
0.408627625000000,I2C,0x00 + ACK
0.408638125000000,I2C,0x00 + ACK
0.408648625000000,I2C,0x00 + NAK
0.413283541666667,I2C,Setup Write to [0x22] + ACK
0.413295375000000,I2C,0x42 + ACK
0.413314416666667,I2C,Setup Read to [0x22] + ACK
0.413324958333333,I2C,0x00 + NAK
0.413343916666667,I2C,Setup Write to [0x22] + ACK
0.413355750000000,I2C,0x3E + ACK
0.413374791666667,I2C,Setup Read to [0x22] + ACK
0.413385333333333,I2C,0x00 + NAK
0.413404291666667,I2C,Setup Write to [0x22] + ACK
0.413416083333333,I2C,0x3F + ACK
0.413435166666667,I2C,Setup Read to [0x22] + ACK
0.413445708333333,I2C,0x00 + NAK
0.413468250000000,I2C,Setup Write to [0x22] + ACK
0.413480083333333,I2C,0x41 + ACK
0.413499125000000,I2C,Setup Read to [0x22] + ACK
0.413509666666667,I2C,0x28 + NAK
0.413529250000000,I2C,Setup Write to [0x22] + ACK
0.413541041666667,I2C,0x43 + ACK
0.413561083333333,I2C,Setup Read to [0x22] + ACK
0.413571583333333,I2C,0x00 + ACK
0.413582125000000,I2C,0x00 + ACK
0.413592625000000,I2C,0x00 + NAK
0.413613625000000,I2C,Setup Read to [0x22] + ACK
0.413624166666667,I2C,0x00 + ACK
0.413634666666667,I2C,0x00 + ACK
0.413645166666667,I2C,0x00 + ACK
0.413655708333333,I2C,0x00 + NAK
0.418290666666667,I2C,Setup Write to [0x22] + ACK
0.418302500000000,I2C,0x42 + ACK
0.418321541666667,I2C,Setup Read to [0x22] + ACK
0.418332083333333,I2C,0x00 + NAK
0.418351041666667,I2C,Setup Write to [0x22] + ACK
0.418362875000000,I2C,0x3E + ACK
0.418381916666667,I2C,Setup Read to [0x22] + ACK
0.418392458333333,I2C,0x00 + NAK
0.418411416666667,I2C,Setup Write to [0x22] + ACK
0.418423208333333,I2C,0x3F + ACK
0.418442291666667,I2C,Setup Read to [0x22] + ACK
0.418452833333333,I2C,0x00 + NAK
0.418475375000000,I2C,Setup Write to [0x22] + ACK
0.418487208333333,I2C,0x41 + ACK
0.418506250000000,I2C,Setup Read to [0x22] + ACK
0.418516791666667,I2C,0x28 + NAK
0.418536333333333,I2C,Setup Write to [0x22] + ACK
0.418548125000000,I2C,0x43 + ACK
0.418568166666667,I2C,Setup Read to [0x22] + ACK
0.418578666666667,I2C,0x00 + ACK
0.418589208333333,I2C,0x00 + ACK
0.418599708333333,I2C,0x00 + NAK
0.418620708333333,I2C,Setup Read to [0x22] + ACK
0.418631208333333,I2C,0x00 + ACK
0.418641750000000,I2C,0x00 + ACK
0.418652250000000,I2C,0x00 + ACK
0.418662750000000,I2C,0x00 + NAK
0.423297208333333,I2C,Setup Write to [0x22] + ACK
0.423309000000000,I2C,0x42 + ACK
0.423328083333333,I2C,Setup Read to [0x22] + ACK
0.423338583333333,I2C,0x00 + NAK
0.423357583333333,I2C,Setup Write to [0x22] + ACK
0.423369375000000,I2C,0x3E + ACK
0.423388458333333,I2C,Setup Read to [0x22] + ACK
0.423398958333333,I2C,0x00 + NAK
0.423417916666667,I2C,Setup Write to [0x22] + ACK
0.423429750000000,I2C,0x3F + ACK
0.423448791666667,I2C,Setup Read to [0x22] + ACK
0.423459333333333,I2C,0x00 + NAK
0.423481916666667,I2C,Setup Write to [0x22] + ACK
0.423493708333333,I2C,0x41 + ACK
0.423512791666667,I2C,Setup Read to [0x22] + ACK
0.423523291666667,I2C,0x28 + NAK
0.423542875000000,I2C,Setup Write to [0x22] + ACK
0.423554666666667,I2C,0x43 + ACK
0.423574708333333,I2C,Setup Read to [0x22] + ACK
0.423585208333333,I2C,0x00 + ACK
0.423595708333333,I2C,0x00 + ACK
0.423606250000000,I2C,0x00 + NAK
0.423627250000000,I2C,Setup Read to [0x22] + ACK
0.423637750000000,I2C,0x00 + ACK
0.423648291666667,I2C,0x00 + ACK
0.423658791666667,I2C,0x00 + ACK
0.423669291666667,I2C,0x00 + NAK
0.428303250000000,I2C,Setup Write to [0x22] + ACK
0.428315041666667,I2C,0x42 + ACK
0.428334125000000,I2C,Setup Read to [0x22] + ACK
0.428344625000000,I2C,0x00 + NAK
0.428363625000000,I2C,Setup Write to [0x22] + ACK
0.428375416666667,I2C,0x3E + ACK
0.428394458333333,I2C,Setup Read to [0x22] + ACK
0.428405000000000,I2C,0x00 + NAK
0.428423958333333,I2C,Setup Write to [0x22] + ACK
0.428435750000000,I2C,0x3F + ACK
0.428454833333333,I2C,Setup Read to [0x22] + ACK
0.428465333333333,I2C,0x00 + NAK
0.428487916666667,I2C,Setup Write to [0x22] + ACK
0.428499708333333,I2C,0x41 + ACK
0.428518750000000,I2C,Setup Read to [0x22] + ACK
0.428529291666667,I2C,0x28 + NAK
0.428548833333333,I2C,Setup Write to [0x22] + ACK
0.428560625000000,I2C,0x43 + ACK
0.428580666666667,I2C,Setup Read to [0x22] + ACK
0.428591166666667,I2C,0x00 + ACK
0.428601666666667,I2C,0x00 + ACK
0.428612208333333,I2C,0x00 + NAK
0.428633208333333,I2C,Setup Read to [0x22] + ACK
0.428643708333333,I2C,0x00 + ACK
0.428654208333333,I2C,0x00 + ACK
0.428664708333333,I2C,0x00 + ACK
0.428675250000000,I2C,0x00 + NAK
0.433309333333333,I2C,Setup Write to [0x22] + ACK
0.433321125000000,I2C,0x42 + ACK
0.433340208333333,I2C,Setup Read to [0x22] + ACK
0.433350708333333,I2C,0x00 + NAK
0.433369666666667,I2C,Setup Write to [0x22] + ACK
0.433381500000000,I2C,0x3E + ACK
0.433400541666667,I2C,Setup Read to [0x22] + ACK
0.433411083333333,I2C,0x00 + NAK
0.433430041666667,I2C,Setup Write to [0x22] + ACK
0.433441833333333,I2C,0x3F + ACK
0.433460875000000,I2C,Setup Read to [0x22] + ACK
0.433471416666667,I2C,0x00 + NAK
0.433493958333333,I2C,Setup Write to [0x22] + ACK
0.433505791666667,I2C,0x41 + ACK
0.433524833333333,I2C,Setup Read to [0x22] + ACK
0.433535333333333,I2C,0x28 + NAK
0.433554916666667,I2C,Setup Write to [0x22] + ACK
0.433566708333333,I2C,0x43 + ACK
0.433586750000000,I2C,Setup Read to [0x22] + ACK
0.433597250000000,I2C,0x00 + ACK
0.433607750000000,I2C,0x00 + ACK
0.433618291666667,I2C,0x00 + NAK
0.433639291666667,I2C,Setup Read to [0x22] + ACK
0.433649791666667,I2C,0x00 + ACK
0.433660333333333,I2C,0x00 + ACK
0.433670833333333,I2C,0x00 + ACK
0.433681333333333,I2C,0x00 + NAK
0.438315958333333,I2C,Setup Write to [0x22] + ACK
0.438327750000000,I2C,0x42 + ACK
0.438346833333333,I2C,Setup Read to [0x22] + ACK
0.438357333333333,I2C,0x00 + NAK
0.438376333333333,I2C,Setup Write to [0x22] + ACK
0.438388125000000,I2C,0x3E + ACK
0.438407208333333,I2C,Setup Read to [0x22] + ACK
0.438417708333333,I2C,0x00 + NAK
0.438436666666667,I2C,Setup Write to [0x22] + ACK
0.438448500000000,I2C,0x3F + ACK
0.438467541666667,I2C,Setup Read to [0x22] + ACK
0.438478083333333,I2C,0x00 + NAK
0.438500625000000,I2C,Setup Write to [0x22] + ACK
0.438512458333333,I2C,0x41 + ACK
0.438531500000000,I2C,Setup Read to [0x22] + ACK
0.438542041666667,I2C,0x28 + NAK
0.438561583333333,I2C,Setup Write to [0x22] + ACK
0.438573416666667,I2C,0x43 + ACK
0.438593416666667,I2C,Setup Read to [0x22] + ACK
0.438603958333333,I2C,0x00 + ACK
0.438614458333333,I2C,0x00 + ACK
0.438624958333333,I2C,0x00 + NAK
0.438646000000000,I2C,Setup Read to [0x22] + ACK
0.438656500000000,I2C,0x00 + ACK
0.438667000000000,I2C,0x00 + ACK
0.438677541666667,I2C,0x00 + ACK
0.438688041666667,I2C,0x00 + NAK
0.443322916666667,I2C,Setup Write to [0x22] + ACK
0.443334708333333,I2C,0x42 + ACK
0.443353791666667,I2C,Setup Read to [0x22] + ACK
0.443364291666667,I2C,0x00 + NAK
0.443383291666667,I2C,Setup Write to [0x22] + ACK
0.443395083333333,I2C,0x3E + ACK
0.443414166666667,I2C,Setup Read to [0x22] + ACK
0.443424666666667,I2C,0x00 + NAK
0.443443666666667,I2C,Setup Write to [0x22] + ACK
0.443455458333333,I2C,0x3F + ACK
0.443474541666667,I2C,Setup Read to [0x22] + ACK
0.443485041666667,I2C,0x00 + NAK
0.443507625000000,I2C,Setup Write to [0x22] + ACK
0.443519416666667,I2C,0x41 + ACK
0.443538500000000,I2C,Setup Read to [0x22] + ACK
0.443549000000000,I2C,0x28 + NAK
0.443568583333333,I2C,Setup Write to [0x22] + ACK
0.443580416666667,I2C,0x43 + ACK
0.443600416666667,I2C,Setup Read to [0x22] + ACK
0.443610958333333,I2C,0x00 + ACK
0.443621458333333,I2C,0x00 + ACK
0.443631958333333,I2C,0x00 + NAK
0.443652958333333,I2C,Setup Read to [0x22] + ACK
0.443663500000000,I2C,0x00 + ACK
0.443674000000000,I2C,0x00 + ACK
0.443684500000000,I2C,0x00 + ACK
0.443695041666667,I2C,0x00 + NAK
0.448330500000000,I2C,Setup Write to [0x22] + ACK
0.448342291666667,I2C,0x42 + ACK
0.448361375000000,I2C,Setup Read to [0x22] + ACK
0.448371875000000,I2C,0x00 + NAK
0.448390875000000,I2C,Setup Write to [0x22] + ACK
0.448402666666667,I2C,0x3E + ACK
0.448421750000000,I2C,Setup Read to [0x22] + ACK
0.448432250000000,I2C,0x00 + NAK
0.448451208333333,I2C,Setup Write to [0x22] + ACK
0.448463041666667,I2C,0x3F + ACK
0.448482083333333,I2C,Setup Read to [0x22] + ACK
0.448492625000000,I2C,0x00 + NAK
0.448515166666667,I2C,Setup Write to [0x22] + ACK
0.448527000000000,I2C,0x41 + ACK
0.448546041666667,I2C,Setup Read to [0x22] + ACK
0.448556583333333,I2C,0x28 + NAK
0.448576125000000,I2C,Setup Write to [0x22] + ACK
0.448587958333333,I2C,0x43 + ACK
0.448607958333333,I2C,Setup Read to [0x22] + ACK
0.448618500000000,I2C,0x00 + ACK
0.448629000000000,I2C,0x00 + ACK
0.448639541666667,I2C,0x00 + NAK
0.448660541666667,I2C,Setup Read to [0x22] + ACK
0.448671041666667,I2C,0x00 + ACK
0.448681541666667,I2C,0x00 + ACK
0.448692083333333,I2C,0x00 + ACK
0.448702583333333,I2C,0x00 + NAK
0.453337250000000,I2C,Setup Write to [0x22] + ACK
0.453349041666667,I2C,0x42 + ACK
0.453368125000000,I2C,Setup Read to [0x22] + ACK
0.453378625000000,I2C,0x00 + NAK
0.453397625000000,I2C,Setup Write to [0x22] + ACK
0.453409416666667,I2C,0x3E + ACK
0.453428500000000,I2C,Setup Read to [0x22] + ACK
0.453439000000000,I2C,0x00 + NAK
0.453457958333333,I2C,Setup Write to [0x22] + ACK
0.453469791666667,I2C,0x3F + ACK
0.453488833333333,I2C,Setup Read to [0x22] + ACK
0.453499375000000,I2C,0x00 + NAK
0.453521916666667,I2C,Setup Write to [0x22] + ACK
0.453533750000000,I2C,0x41 + ACK
0.453552791666667,I2C,Setup Read to [0x22] + ACK
0.453563333333333,I2C,0x28 + NAK
0.453582916666667,I2C,Setup Write to [0x22] + ACK
0.453594708333333,I2C,0x43 + ACK
0.453614750000000,I2C,Setup Read to [0x22] + ACK
0.453625250000000,I2C,0x00 + ACK
0.453635750000000,I2C,0x00 + ACK
0.453646291666667,I2C,0x00 + NAK
0.453667291666667,I2C,Setup Read to [0x22] + ACK
0.453677791666667,I2C,0x00 + ACK
0.453688333333333,I2C,0x00 + ACK
0.453698833333333,I2C,0x00 + ACK
0.453709333333333,I2C,0x00 + NAK
0.458344375000000,I2C,Setup Write to [0x22] + ACK
0.458356208333333,I2C,0x42 + ACK
0.458375250000000,I2C,Setup Read to [0x22] + ACK
0.458385791666667,I2C,0x00 + NAK
0.458404750000000,I2C,Setup Write to [0x22] + ACK
0.458416583333333,I2C,0x3E + ACK
0.458435625000000,I2C,Setup Read to [0x22] + ACK
0.458446166666667,I2C,0x00 + NAK
0.458465125000000,I2C,Setup Write to [0x22] + ACK
0.458476916666667,I2C,0x3F + ACK
0.458496000000000,I2C,Setup Read to [0x22] + ACK
0.458506500000000,I2C,0x00 + NAK
0.458529083333333,I2C,Setup Write to [0x22] + ACK
0.458540875000000,I2C,0x41 + ACK
0.458559958333333,I2C,Setup Read to [0x22] + ACK
0.458570458333333,I2C,0x28 + NAK
0.458590041666667,I2C,Setup Write to [0x22] + ACK
0.458601833333333,I2C,0x43 + ACK
0.458621875000000,I2C,Setup Read to [0x22] + ACK
0.458632375000000,I2C,0x00 + ACK
0.458642916666667,I2C,0x00 + ACK
0.458653416666667,I2C,0x00 + NAK
0.458674416666667,I2C,Setup Read to [0x22] + ACK
0.458684958333333,I2C,0x00 + ACK
0.458695458333333,I2C,0x00 + ACK
0.458705958333333,I2C,0x00 + ACK
0.458716500000000,I2C,0x00 + NAK
0.463351708333333,I2C,Setup Write to [0x22] + ACK
0.463363541666667,I2C,0x42 + ACK
0.463382583333333,I2C,Setup Read to [0x22] + ACK
0.463393125000000,I2C,0x00 + NAK
0.463412083333333,I2C,Setup Write to [0x22] + ACK
0.463423916666667,I2C,0x3E + ACK
0.463442958333333,I2C,Setup Read to [0x22] + ACK
0.463453500000000,I2C,0x00 + NAK
0.463472458333333,I2C,Setup Write to [0x22] + ACK
0.463484250000000,I2C,0x3F + ACK
0.463503333333333,I2C,Setup Read to [0x22] + ACK
0.463513833333333,I2C,0x00 + NAK
0.463536416666667,I2C,Setup Write to [0x22] + ACK
0.463548250000000,I2C,0x41 + ACK
0.463567291666667,I2C,Setup Read to [0x22] + ACK
0.463577833333333,I2C,0x28 + NAK
0.463597416666667,I2C,Setup Write to [0x22] + ACK
0.463609208333333,I2C,0x43 + ACK
0.463629250000000,I2C,Setup Read to [0x22] + ACK
0.463639750000000,I2C,0x00 + ACK
0.463650250000000,I2C,0x00 + ACK
0.463660791666667,I2C,0x00 + NAK
0.463681791666667,I2C,Setup Read to [0x22] + ACK
0.463692333333333,I2C,0x00 + ACK
0.463702833333333,I2C,0x00 + ACK
0.463713333333333,I2C,0x00 + ACK
0.463723875000000,I2C,0x00 + NAK
0.468358708333333,I2C,Setup Write to [0x22] + ACK
0.468370541666667,I2C,0x42 + ACK
0.468389625000000,I2C,Setup Read to [0x22] + ACK
0.468400125000000,I2C,0x00 + NAK
0.468419125000000,I2C,Setup Write to [0x22] + ACK
0.468430916666667,I2C,0x3E + ACK
0.468450000000000,I2C,Setup Read to [0x22] + ACK
0.468460500000000,I2C,0x00 + NAK
0.468479458333333,I2C,Setup Write to [0x22] + ACK
0.468491291666667,I2C,0x3F + ACK
0.468510333333333,I2C,Setup Read to [0x22] + ACK
0.468520875000000,I2C,0x00 + NAK
0.468543458333333,I2C,Setup Write to [0x22] + ACK
0.468555250000000,I2C,0x41 + ACK
0.468574333333333,I2C,Setup Read to [0x22] + ACK
0.468584833333333,I2C,0x28 + NAK
0.468604416666667,I2C,Setup Write to [0x22] + ACK
0.468616208333333,I2C,0x43 + ACK
0.468636250000000,I2C,Setup Read to [0x22] + ACK
0.468646750000000,I2C,0x00 + ACK
0.468657291666667,I2C,0x00 + ACK
0.468667791666667,I2C,0x00 + NAK
0.468688833333333,I2C,Setup Read to [0x22] + ACK
0.468699333333333,I2C,0x00 + ACK
0.468709833333333,I2C,0x00 + ACK
0.468720375000000,I2C,0x00 + ACK
0.468730875000000,I2C,0x00 + NAK
0.473365875000000,I2C,Setup Write to [0x22] + ACK
0.473377708333333,I2C,0x42 + ACK
0.473396791666667,I2C,Setup Read to [0x22] + ACK
0.473407291666667,I2C,0x00 + NAK
0.473426291666667,I2C,Setup Write to [0x22] + ACK
0.473438083333333,I2C,0x3E + ACK
0.473457166666667,I2C,Setup Read to [0x22] + ACK
0.473467666666667,I2C,0x00 + NAK
0.473486625000000,I2C,Setup Write to [0x22] + ACK
0.473498458333333,I2C,0x3F + ACK
0.473517500000000,I2C,Setup Read to [0x22] + ACK
0.473528041666667,I2C,0x00 + NAK
0.473550583333333,I2C,Setup Write to [0x22] + ACK
0.473562416666667,I2C,0x41 + ACK
0.473581500000000,I2C,Setup Read to [0x22] + ACK
0.473592000000000,I2C,0x28 + NAK
0.473611583333333,I2C,Setup Write to [0x22] + ACK
0.473623375000000,I2C,0x43 + ACK
0.473643416666667,I2C,Setup Read to [0x22] + ACK
0.473653916666667,I2C,0x00 + ACK
0.473664458333333,I2C,0x00 + ACK
0.473674958333333,I2C,0x00 + NAK
0.473695958333333,I2C,Setup Read to [0x22] + ACK
0.473706500000000,I2C,0x00 + ACK
0.473717000000000,I2C,0x00 + ACK
0.473727500000000,I2C,0x00 + ACK
0.473738041666667,I2C,0x00 + NAK
0.478372958333333,I2C,Setup Write to [0x22] + ACK
0.478384791666667,I2C,0x42 + ACK
0.478403833333333,I2C,Setup Read to [0x22] + ACK
0.478414375000000,I2C,0x00 + NAK
0.478433333333333,I2C,Setup Write to [0x22] + ACK
0.478445166666667,I2C,0x3E + ACK
0.478464208333333,I2C,Setup Read to [0x22] + ACK
0.478474750000000,I2C,0x00 + NAK
0.478493708333333,I2C,Setup Write to [0x22] + ACK
0.478505500000000,I2C,0x3F + ACK
0.478524583333333,I2C,Setup Read to [0x22] + ACK
0.478535083333333,I2C,0x00 + NAK
0.478557666666667,I2C,Setup Write to [0x22] + ACK
0.478569500000000,I2C,0x41 + ACK
0.478588541666667,I2C,Setup Read to [0x22] + ACK
0.478599083333333,I2C,0x28 + NAK
0.478618625000000,I2C,Setup Write to [0x22] + ACK
0.478630458333333,I2C,0x43 + ACK
0.478650458333333,I2C,Setup Read to [0x22] + ACK
0.478661000000000,I2C,0x00 + ACK
0.478671500000000,I2C,0x00 + ACK
0.478682000000000,I2C,0x00 + NAK
0.478703041666667,I2C,Setup Read to [0x22] + ACK
0.478713541666667,I2C,0x00 + ACK
0.478724041666667,I2C,0x00 + ACK
